Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-06-10 - Thứ 4,74,75.68%,36.49%,0.00%,3.7,27,0,56,0,47,18,24.32%,63.51%,74,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-05-20 - Thứ 4,53,73.58%,52.83%,0.00%,3.11,28,0,39,0,25,14,26.42%,47.17%,53,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-05-29 - Thứ 6,56,64.29%,50.00%,0.00%,3.39,28,0,36,0,28,20,35.71%,50.00%,56,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-05-23 - Thứ 7,53,81.13%,52.83%,0.00%,3.36,28,0,43,0,25,10,18.87%,47.17%,53,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-06-04 - Thứ 5,56,60.71%,51.79%,0.00%,4.45,29,0,34,0,27,22,39.29%,48.21%,56,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-06-02 - Thứ 3,59,67.80%,52.54%,0.00%,3.61,31,0,40,0,28,19,32.20%,47.46%,59,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Mới Ca 2,2026-05-24 - Chủ Nhật,70,75.71%,47.14%,0.00%,3.48,33,0,53,0,37,17,24.29%,52.86%,70,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-19 - Thứ 3,29,96.55%,48.28%,6.90%,77.29,14,2,28,2,13,1,3.45%,44.82%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-20 - Thứ 4,38,94.74%,42.11%,5.26%,38.5,16,2,36,2,20,2,5.26%,52.63%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-31 - Chủ Nhật,62,56.45%,30.65%,4.84%,29.26,19,3,35,3,40,27,43.55%,64.51%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-05 - Thứ 6,79,77.22%,29.11%,3.80%,33.04,23,3,61,3,53,18,22.78%,67.09%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-23 - Thứ 7,47,97.87%,48.94%,6.38%,43,23,3,46,3,21,1,2.13%,44.68%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-29 - Thứ 6,63,98.41%,41.27%,3.17%,37.77,26,2,62,2,35,1,1.59%,55.56%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-27 - Thứ 4,69,97.10%,40.58%,2.90%,41.75,28,2,67,2,39,2,2.90%,56.52%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-22 - Thứ 6,57,98.25%,49.12%,1.75%,33.89,28,1,56,1,28,1,1.75%,49.13%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-02 - Thứ 3,67,68.66%,41.79%,2.99%,50,28,2,46,2,37,21,31.34%,55.22%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-24 - Chủ Nhật,55,90.91%,56.36%,3.64%,32.23,31,2,50,2,22,5,9.09%,40.00%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-21 - Thứ 5,55,90.91%,56.36%,1.82%,29.74,31,1,50,1,23,5,9.09%,41.82%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-18 - Thứ 2,61,96.72%,55.74%,4.92%,35,34,3,59,3,24,2,3.28%,39.34%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-26 - Thứ 3,75,100.00%,45.33%,1.33%,37.03,34,1,75,1,40,0,0.00%,53.34%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-30 - Thứ 7,65,73.85%,55.38%,4.62%,41.94,36,3,48,3,26,17,26.15%,40.00%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-13 - Thứ 7,92,89.13%,40.22%,4.35%,34.54,37,4,82,4,51,10,10.87%,55.43%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-25 - Thứ 2,72,97.22%,51.39%,1.39%,33.19,37,1,70,1,34,2,2.78%,47.22%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-28 - Thứ 5,86,98.84%,44.19%,8.14%,33.66,38,7,85,7,41,1,1.16%,47.67%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-05-17 - Chủ Nhật,72,97.22%,52.78%,6.94%,29.61,38,5,70,5,29,2,2.78%,40.28%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-01 - Thứ 2,80,92.50%,50.00%,1.25%,45.98,40,1,74,1,39,6,7.50%,48.75%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-03 - Thứ 4,77,89.61%,57.14%,6.49%,43.41,44,5,69,5,28,8,10.39%,36.37%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-04 - Thứ 5,75,86.67%,58.67%,0.00%,34.36,44,0,65,0,31,10,13.33%,41.33%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-10 - Thứ 4,84,89.29%,54.76%,0.00%,48.3,46,0,75,0,38,9,10.71%,45.24%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-06 - Thứ 7,109,80.73%,47.71%,0.92%,41.63,52,1,88,1,56,21,19.27%,51.37%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-07 - Chủ Nhật,117,81.20%,50.43%,4.27%,37.93,59,5,95,5,53,22,18.80%,45.30%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-08 - Thứ 2,117,82.05%,53.85%,3.42%,41.08,63,4,96,4,50,21,17.95%,42.73%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-12 - Thứ 6,117,91.45%,57.26%,2.56%,32.72,67,3,107,3,47,10,8.55%,40.18%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-11 - Thứ 5,105,97.14%,67.62%,1.90%,36.56,71,2,102,2,32,3,2.86%,30.48%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,Hàng Tồn,2026-06-09 - Thứ 3,121,95.04%,67.77%,3.31%,42.89,82,4,115,4,35,6,4.96%,28.92%,0,Khánh Hòa,NTB,Thái Thị Thanh Thư
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-05 - Thứ 6,169,100.00%,91.72%,0.00%,6.05,155,0,169,0,14,0,0.00%,8.28%,169,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-31 - Chủ Nhật,136,100.00%,82.35%,0.00%,7.79,112,0,136,0,24,0,0.00%,17.65%,136,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-18 - Thứ 2,104,99.04%,82.69%,0.00%,8.17,86,0,103,0,18,1,0.96%,17.31%,104,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-03 - Thứ 4,144,100.00%,89.58%,0.00%,6.91,129,0,144,0,15,0,0.00%,10.42%,144,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-07 - Chủ Nhật,112,99.11%,91.96%,0.00%,6.56,103,0,111,0,9,1,0.89%,8.04%,112,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-28 - Thứ 5,138,99.28%,88.41%,0.00%,5.73,122,0,137,0,16,1,0.72%,11.59%,138,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-26 - Thứ 3,138,100.00%,92.03%,0.00%,6.7,127,0,138,0,11,0,0.00%,7.97%,138,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-24 - Chủ Nhật,104,99.04%,89.42%,0.00%,7.35,93,0,103,0,11,1,0.96%,10.58%,104,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-11 - Thứ 5,122,99.18%,82.79%,0.00%,6.63,101,0,121,0,21,1,0.82%,17.21%,122,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-04 - Thứ 5,135,100.00%,90.37%,0.00%,6.48,122,0,135,0,13,0,0.00%,9.63%,135,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-27 - Thứ 4,154,100.00%,86.36%,0.00%,6.68,133,0,154,0,21,0,0.00%,13.64%,154,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-13 - Thứ 7,192,99.48%,78.65%,0.00%,6.68,151,0,191,0,41,1,0.52%,21.35%,192,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-20 - Thứ 4,112,100.00%,90.18%,0.00%,5.28,101,0,112,0,11,0,0.00%,9.82%,112,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-01 - Thứ 2,134,100.00%,93.28%,0.00%,5.41,125,0,134,0,9,0,0.00%,6.72%,134,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-22 - Thứ 6,184,100.00%,85.33%,0.00%,6.38,157,0,184,0,27,0,0.00%,14.67%,184,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-19 - Thứ 3,128,100.00%,92.19%,0.00%,6.37,118,0,128,0,10,0,0.00%,7.81%,128,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-29 - Thứ 6,150,99.33%,86.67%,0.00%,6.05,130,0,149,0,20,1,0.67%,13.33%,150,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-06 - Thứ 7,144,100.00%,86.81%,0.00%,6.09,125,0,144,0,19,0,0.00%,13.19%,144,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-08 - Thứ 2,160,100.00%,86.88%,0.00%,9.29,139,0,160,0,21,0,0.00%,13.12%,160,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-10 - Thứ 4,194,99.48%,86.60%,0.00%,5.36,168,0,193,0,26,1,0.52%,13.40%,194,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-21 - Thứ 5,141,99.29%,81.56%,0.00%,5.76,115,0,140,0,26,1,0.71%,18.44%,141,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-23 - Thứ 7,173,100.00%,84.97%,0.00%,6.13,147,0,173,0,26,0,0.00%,15.03%,173,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-12 - Thứ 6,128,100.00%,85.94%,0.00%,4.91,110,0,128,0,18,0,0.00%,14.06%,128,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-30 - Thứ 7,82,100.00%,95.12%,0.00%,7.24,78,0,82,0,4,0,0.00%,4.88%,82,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-17 - Chủ Nhật,92,100.00%,86.96%,0.00%,6.29,80,0,92,0,12,0,0.00%,13.04%,92,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-09 - Thứ 3,95,100.00%,84.21%,0.00%,8.16,80,0,95,0,15,0,0.00%,15.79%,95,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-06-02 - Thứ 3,96,100.00%,88.54%,0.00%,5.96,85,0,96,0,11,0,0.00%,11.46%,96,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 1,2026-05-25 - Thứ 2,102,99.02%,88.24%,0.00%,7.01,90,0,101,0,12,1,0.98%,11.76%,102,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-11 - Thứ 5,131,90.84%,78.63%,0.00%,3.28,103,0,119,0,28,12,9.16%,21.37%,131,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-20 - Thứ 4,129,87.60%,78.29%,0.00%,3.28,101,0,113,0,28,16,12.40%,21.71%,129,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-30 - Thứ 7,112,95.54%,75.00%,0.00%,3.17,84,0,107,0,28,5,4.46%,25.00%,112,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-06 - Thứ 7,116,96.55%,76.72%,0.00%,3.27,89,0,112,0,27,4,3.45%,23.28%,116,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-10 - Thứ 4,133,96.24%,76.69%,0.00%,4.7,102,0,128,0,31,5,3.76%,23.31%,133,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-25 - Thứ 2,35,80.00%,68.57%,0.00%,2.75,24,0,28,0,11,7,20.00%,31.43%,35,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-31 - Chủ Nhật,40,90.00%,80.00%,0.00%,3.75,32,0,36,0,8,4,10.00%,20.00%,40,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-22 - Thứ 6,59,86.44%,66.10%,0.00%,3.15,39,0,51,0,20,8,13.56%,33.90%,59,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-18 - Thứ 2,64,76.56%,67.19%,0.00%,2.58,43,0,49,0,21,15,23.44%,32.81%,64,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-12 - Thứ 6,71,81.69%,64.79%,0.00%,2.74,46,0,58,0,25,13,18.31%,35.21%,71,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-28 - Thứ 5,71,83.10%,67.61%,0.00%,2.85,48,0,59,0,23,12,16.90%,32.39%,71,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-21 - Thứ 5,70,82.86%,70.00%,0.00%,2.86,49,0,58,0,21,12,17.14%,30.00%,70,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-26 - Thứ 3,64,89.06%,79.69%,0.00%,3.41,51,0,57,0,13,7,10.94%,20.31%,64,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-01 - Thứ 2,76,92.11%,69.74%,0.00%,2.72,53,0,70,0,23,6,7.89%,30.26%,76,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-04 - Thứ 5,79,94.94%,68.35%,0.00%,3.13,54,0,75,0,25,4,5.06%,31.65%,79,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-23 - Thứ 7,80,83.75%,71.25%,0.00%,3.35,57,0,67,0,23,13,16.25%,28.75%,80,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-24 - Chủ Nhật,78,85.90%,74.36%,0.00%,3.02,58,0,67,0,20,11,14.10%,25.64%,78,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-05 - Thứ 6,77,98.70%,77.92%,0.00%,3.97,60,0,76,0,17,1,1.30%,22.08%,77,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-19 - Thứ 3,76,96.05%,78.95%,0.00%,4.23,60,0,73,0,16,3,3.95%,21.05%,76,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-07 - Chủ Nhật,99,88.89%,68.69%,0.00%,3.34,68,0,88,0,31,11,11.11%,31.31%,99,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-13 - Thứ 7,103,88.35%,66.99%,0.00%,4.45,69,0,91,0,34,12,11.65%,33.01%,103,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-17 - Chủ Nhật,97,84.54%,74.23%,0.00%,3.97,72,0,82,0,25,15,15.46%,25.77%,97,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-03 - Thứ 4,106,95.28%,69.81%,0.00%,3.39,74,0,101,0,32,5,4.72%,30.19%,106,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-29 - Thứ 6,106,85.85%,72.64%,0.00%,3.56,77,0,91,0,29,15,14.15%,27.36%,106,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-09 - Thứ 3,97,89.69%,79.38%,0.00%,3.05,77,0,87,0,20,10,10.31%,20.62%,97,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-08 - Thứ 2,95,96.84%,82.11%,0.00%,3.47,78,0,92,0,17,3,3.16%,17.89%,95,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-06-02 - Thứ 3,102,96.08%,79.41%,0.00%,3.75,81,0,98,0,21,4,3.92%,20.59%,102,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Mới Ca 2,2026-05-27 - Thứ 4,118,85.59%,74.58%,0.00%,3.08,88,0,101,0,30,17,14.41%,25.42%,118,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Tồn,2026-05-27 - Thứ 4,52,100.00%,26.92%,1.92%,42.64,14,1,52,1,37,0,0.00%,71.16%,0,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Tồn,2026-05-26 - Thứ 3,54,100.00%,31.48%,11.11%,31.29,17,6,54,6,31,0,0.00%,57.41%,0,Khánh Hòa,NTB,Phạm Bá Thành Công
NTB - Khánh Hòa,BC Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,Hàng Tồn,2026-05-31 - Chủ Nhật,58,100.00%,32.76%,0.00%,34.16,19,0,58,0,39,0,0.00%,67.24%,0,Khánh Hòa,NTB,Phạm Bá Thành Công
